archivo,fecha_hora,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
p08_fila_081.html,2025-06-21 01:25:00,1,6,7,8,14,20,22,23,33,41,57,58,60,66,68,76,77,79,80,90
p08_fila_080.html,2025-06-21 01:30:00,3,5,14,17,18,20,21,25,26,30,39,44,45,48,50,52,67,69,81,82
p08_fila_079.html,2025-06-21 01:35:00,1,2,26,29,33,36,42,43,50,52,53,57,61,67,71,73,76,79,81,83
p08_fila_078.html,2025-06-21 01:40:00,1,7,12,14,18,21,22,23,24,28,29,33,53,55,58,63,64,77,81,84
p08_fila_077.html,2025-06-21 01:45:00,21,27,28,29,33,34,41,43,46,49,54,58,60,61,68,72,82,84,85,88
p08_fila_076.html,2025-06-21 01:50:00,1,9,12,13,19,20,26,28,33,40,43,46,52,54,59,60,67,74,76,82
p08_fila_075.html,2025-06-21 01:55:00,1,2,12,19,20,21,24,28,30,34,39,45,48,52,57,65,66,69,80,89
p08_fila_074.html,2025-06-21 02:00:00,6,9,10,21,23,26,28,33,36,42,52,55,57,59,61,62,71,76,77,78
p08_fila_073.html,2025-06-21 02:05:00,5,9,12,23,26,35,39,43,46,47,51,52,56,67,68,73,77,81,85,86
p08_fila_072.html,2025-06-21 02:10:00,1,2,3,4,7,15,16,18,23,26,33,37,52,58,73,82,84,88,89,90
p08_fila_071.html,2025-06-21 02:15:00,1,8,10,11,13,14,17,38,41,49,50,51,53,56,63,69,79,84,88,90
p08_fila_070.html,2025-06-21 02:20:00,4,5,13,16,25,29,30,38,39,42,47,50,60,68,77,81,83,86,87,88
p08_fila_069.html,2025-06-21 02:25:00,3,8,13,14,17,20,21,23,26,31,36,39,42,43,52,55,60,69,79,84
p08_fila_068.html,2025-06-21 02:30:00,11,14,22,23,25,31,36,44,45,46,51,53,54,56,63,64,79,84,85,90
p08_fila_067.html,2025-06-21 02:35:00,15,16,22,24,30,37,40,44,47,49,56,57,60,63,65,69,70,74,80,87
p08_fila_066.html,2025-06-21 02:40:00,9,10,16,27,28,33,37,42,53,61,64,75,82,83,84,86,87,88,89,90
p08_fila_065.html,2025-06-21 02:45:00,1,13,16,19,24,37,41,42,46,48,50,52,55,56,69,71,82,85,87,88
p08_fila_064.html,2025-06-21 02:50:00,5,10,11,13,15,22,38,42,49,50,55,66,68,70,73,81,82,83,86,87
p08_fila_063.html,2025-06-21 02:55:00,2,3,8,11,15,16,22,23,28,30,32,44,48,56,60,67,71,72,81,86
p08_fila_062.html,2025-06-21 03:00:00,4,5,6,8,15,19,20,21,33,34,41,45,47,48,51,59,63,66,68,76
p08_fila_061.html,2025-06-21 03:05:00,1,5,18,22,25,34,39,45,46,52,53,69,71,72,73,74,76,78,82,89
p08_fila_060.html,2025-06-21 03:10:00,1,6,7,10,12,13,19,21,31,35,38,41,43,64,66,69,76,79,80,88
p08_fila_059.html,2025-06-21 03:15:00,7,11,13,15,22,28,30,31,32,37,39,49,51,57,58,71,74,81,87,90
p08_fila_058.html,2025-06-21 03:20:00,2,9,14,17,20,25,29,34,41,43,50,52,56,59,65,66,70,80,86,87
p08_fila_057.html,2025-06-21 03:25:00,4,11,17,24,28,33,42,43,44,45,50,52,55,67,68,69,70,72,74,82
p08_fila_056.html,2025-06-21 03:30:00,2,6,8,13,14,30,34,35,37,38,39,51,65,67,68,69,77,79,80,83
p08_fila_055.html,2025-06-21 03:35:00,6,9,15,16,22,39,45,49,51,52,53,57,58,59,60,61,65,70,75,78
p08_fila_054.html,2025-06-21 03:40:00,2,3,5,6,7,8,17,25,26,37,46,48,51,62,69,71,86,87,89,90
p08_fila_053.html,2025-06-21 03:45:00,1,11,12,14,23,24,26,27,29,32,38,39,45,49,54,60,61,65,70,71
p08_fila_052.html,2025-06-21 03:50:00,7,11,13,14,20,21,24,27,31,35,36,38,47,49,53,62,65,73,83,89
p08_fila_051.html,2025-06-21 03:55:00,2,4,6,9,13,15,16,17,20,22,25,29,30,41,50,58,64,67,75,76
p08_fila_050.html,2025-06-21 04:00:00,1,8,12,17,33,37,41,49,51,55,56,59,67,71,74,75,76,78,83,90
p08_fila_049.html,2025-06-21 04:05:00,4,7,9,10,20,24,25,31,40,43,47,55,59,60,63,64,75,83,85,90
p08_fila_048.html,2025-06-21 04:10:00,7,11,12,15,16,17,21,27,28,31,33,35,57,58,62,64,66,79,81,88
p08_fila_047.html,2025-06-21 04:15:00,9,11,14,17,18,32,34,43,45,51,52,64,71,74,77,79,80,84,88,89
p08_fila_046.html,2025-06-21 04:20:00,2,17,22,24,26,27,29,33,34,43,59,62,66,71,72,75,78,82,85,86
p08_fila_045.html,2025-06-21 04:25:00,9,11,14,17,26,31,35,44,48,61,66,67,69,71,74,75,76,79,82,84
p08_fila_044.html,2025-06-21 04:30:00,1,2,8,15,18,22,24,35,37,38,40,43,46,49,58,60,67,69,77,82
p08_fila_043.html,2025-06-21 04:35:00,2,3,10,16,18,22,23,26,29,31,33,34,36,41,42,45,50,55,59,84
p08_fila_042.html,2025-06-21 04:40:00,3,9,10,13,16,17,28,40,48,54,59,63,65,69,71,73,74,75,77,85
p08_fila_041.html,2025-06-21 04:45:00,1,8,11,13,21,22,23,25,26,34,50,63,66,74,75,76,78,79,82,84
p08_fila_040.html,2025-06-21 04:50:00,5,10,15,16,22,28,30,34,37,38,39,41,44,53,72,74,77,79,86,87
p08_fila_039.html,2025-06-21 04:55:00,8,18,19,26,29,30,31,37,41,42,44,48,50,51,53,55,70,80,82,88
p08_fila_038.html,2025-06-21 05:00:00,6,8,11,15,19,20,23,24,31,40,47,56,59,60,61,67,69,72,77,85
p08_fila_037.html,2025-06-21 05:05:00,5,7,10,15,19,20,22,27,34,36,38,44,48,51,55,69,79,85,89,90
p08_fila_036.html,2025-06-21 05:10:00,1,7,9,11,13,17,20,27,29,30,32,33,36,41,45,46,58,78,80,89
p08_fila_035.html,2025-06-21 05:15:00,1,4,5,6,8,18,23,25,26,33,37,43,55,58,64,69,74,77,80,81
p08_fila_034.html,2025-06-21 05:20:00,6,9,16,21,22,24,26,30,31,32,37,41,42,53,58,66,71,73,81,82
p08_fila_033.html,2025-06-21 05:25:00,2,12,16,21,25,32,35,37,41,48,50,54,55,57,62,67,68,78,80,89
p08_fila_032.html,2025-06-21 05:30:00,12,19,20,34,36,38,42,45,46,49,50,54,57,65,66,69,70,71,78,89
p08_fila_031.html,2025-06-21 05:35:00,3,4,12,13,14,17,22,26,36,38,39,42,43,44,54,59,70,77,82,89
p08_fila_030.html,2025-06-21 05:40:00,1,11,19,22,24,25,34,36,37,42,45,47,48,53,57,60,70,80,87,89
p08_fila_029.html,2025-06-21 05:45:00,1,7,8,9,14,27,33,45,48,52,55,58,67,69,75,78,82,83,84,90
p08_fila_028.html,2025-06-21 05:50:00,3,13,16,20,25,27,32,36,38,48,53,56,60,64,65,74,75,79,83,89
p08_fila_027.html,2025-06-21 05:55:00,5,10,11,16,22,28,30,42,43,48,55,59,62,63,64,73,74,81,86,89
p08_fila_026.html,2025-06-21 06:00:00,3,9,10,17,18,42,43,51,54,58,62,71,73,76,79,80,82,83,86,90
p08_fila_025.html,2025-06-21 06:05:00,4,5,8,9,13,14,23,27,29,35,40,43,50,53,55,59,61,63,69,88
p08_fila_024.html,2025-06-21 06:10:00,5,16,19,23,33,37,38,43,44,46,49,51,57,63,66,69,76,78,86,88
p08_fila_023.html,2025-06-21 06:15:00,9,12,15,27,32,35,38,42,43,46,48,53,67,70,72,75,78,79,80,90
p08_fila_022.html,2025-06-21 06:20:00,5,17,19,20,21,22,27,40,56,60,63,64,65,72,76,79,80,83,85,86
p08_fila_021.html,2025-06-21 06:25:00,5,6,9,13,16,19,32,33,34,41,42,45,52,56,62,65,69,79,84,87
p08_fila_020.html,2025-06-21 06:30:00,6,9,14,20,21,23,26,42,44,46,50,54,57,61,71,73,76,81,82,88
p08_fila_019.html,2025-06-21 06:35:00,9,19,20,24,28,30,31,41,45,47,49,50,51,55,56,63,64,68,88,89
p08_fila_018.html,2025-06-21 06:40:00,3,6,11,17,27,32,35,41,43,47,50,51,54,65,76,77,80,84,85,87
p08_fila_017.html,2025-06-21 06:45:00,3,12,17,18,27,37,43,47,50,53,55,59,65,66,71,72,78,80,86,88
p08_fila_016.html,2025-06-21 06:50:00,1,3,6,7,8,12,13,14,18,24,25,30,36,45,51,56,60,62,69,89
p08_fila_015.html,2025-06-21 06:55:00,3,7,8,13,22,23,24,31,36,40,42,57,60,64,71,75,78,85,87,88
p08_fila_014.html,2025-06-21 07:00:00,2,3,13,21,27,31,34,38,41,42,51,56,59,61,64,78,79,80,83,90
p08_fila_013.html,2025-06-21 07:05:00,8,10,11,14,21,25,31,33,36,42,43,46,52,60,61,62,66,68,69,90
p08_fila_012.html,2025-06-21 07:10:00,2,7,13,17,18,26,27,28,34,36,52,60,65,66,69,73,74,77,86,87
p08_fila_011.html,2025-06-21 07:15:00,6,8,13,14,18,25,27,28,36,43,47,54,70,72,73,74,75,76,82,85
p08_fila_010.html,2025-06-21 07:20:00,1,5,7,9,12,23,27,29,38,42,45,50,52,57,59,63,67,73,84,87
p08_fila_009.html,2025-06-21 07:25:00,2,3,22,25,27,28,29,32,37,40,42,49,53,68,71,76,77,79,85,90
p08_fila_008.html,2025-06-21 07:30:00,1,4,12,15,16,19,22,26,31,36,41,48,56,61,63,76,79,87,88,89
p08_fila_007.html,2025-06-21 07:35:00,3,7,11,12,15,21,22,24,28,38,40,45,46,50,57,60,62,77,81,85
p08_fila_006.html,2025-06-21 07:40:00,10,11,13,23,26,36,38,43,44,50,55,56,63,67,72,76,79,80,83,87
p08_fila_005.html,2025-06-21 07:45:00,5,6,11,16,17,21,27,33,37,40,41,47,50,55,61,71,79,80,81,83
p08_fila_004.html,2025-06-21 07:50:00,8,15,17,27,32,34,37,39,40,43,48,49,52,60,69,73,79,84,85,86
p08_fila_003.html,2025-06-21 07:55:00,13,19,22,24,32,37,43,45,49,51,61,62,67,68,74,75,76,82,83,87
p08_fila_002.html,2025-06-21 08:00:00,5,10,19,23,29,33,40,45,47,53,54,55,63,75,79,80,82,83,86,90
p08_fila_001.html,2025-06-21 08:05:00,4,5,14,17,21,27,29,35,39,42,44,46,51,59,64,70,71,75,84,89
p08_fila_000.html,2025-06-21 08:10:00,3,10,11,17,19,23,25,30,32,36,41,52,56,63,64,67,69,70,77,84
p07_fila_099.html,2025-06-21 08:15:00,2,14,15,17,24,25,28,29,35,36,49,50,61,67,74,78,82,85,86,87
p07_fila_098.html,2025-06-21 08:20:00,1,10,14,18,24,32,37,40,45,48,49,60,64,67,73,75,76,85,86,90
p07_fila_097.html,2025-06-21 08:25:00,1,3,7,14,26,28,31,32,39,59,63,69,74,76,79,81,83,84,86,88
p07_fila_096.html,2025-06-21 08:30:00,1,8,12,17,29,35,41,43,44,46,52,54,57,71,72,77,82,84,87,90
p07_fila_095.html,2025-06-21 08:35:00,1,5,6,11,16,17,18,24,29,31,33,34,35,42,47,50,56,62,72,84
p07_fila_094.html,2025-06-21 08:40:00,2,18,19,21,23,28,31,35,37,48,58,66,69,70,74,77,79,84,85,88
p07_fila_093.html,2025-06-21 08:45:00,6,8,13,14,17,22,28,40,43,47,49,59,64,68,69,71,72,77,82,88
p07_fila_092.html,2025-06-21 08:50:00,2,12,14,22,23,26,30,31,36,40,42,49,51,62,65,66,67,68,70,90
p07_fila_091.html,2025-06-21 08:55:00,4,15,20,21,22,31,38,44,54,64,66,68,69,73,77,79,81,85,86,90
p07_fila_090.html,2025-06-21 09:00:00,1,2,3,8,9,17,24,26,28,29,33,34,44,57,62,63,70,72,80,81
p07_fila_089.html,2025-06-21 09:05:00,4,5,9,11,16,19,30,31,37,44,53,59,62,68,71,74,76,84,85,87
p07_fila_088.html,2025-06-21 09:10:00,8,9,14,19,21,29,30,35,43,44,45,53,55,61,63,67,75,78,87,90
p07_fila_087.html,2025-06-21 09:15:00,2,4,5,7,21,28,29,34,35,36,37,39,51,52,56,57,68,82,88,90
p07_fila_086.html,2025-06-21 09:20:00,14,23,26,27,29,30,38,39,40,43,49,53,56,71,78,79,81,82,86,88
p07_fila_085.html,2025-06-21 09:25:00,4,6,13,14,20,21,22,28,37,40,50,54,57,60,69,70,71,77,88,90
p07_fila_084.html,2025-06-21 09:30:00,2,6,7,10,14,24,29,31,33,34,35,38,41,44,45,57,66,73,82,83
p07_fila_083.html,2025-06-21 09:35:00,17,18,20,24,26,27,30,40,41,43,48,58,66,71,72,73,76,77,79,88
p07_fila_082.html,2025-06-21 09:40:00,1,4,9,17,18,22,36,37,38,39,45,46,48,50,51,54,58,65,71,90
p07_fila_081.html,2025-06-21 09:45:00,3,11,14,19,20,22,37,41,43,45,47,51,55,65,67,68,78,79,80,90
p07_fila_080.html,2025-06-21 09:50:00,11,19,21,23,28,38,39,40,52,53,57,58,59,64,66,70,74,80,89,90
p07_fila_079.html,2025-06-21 09:55:00,1,6,8,15,24,31,36,49,55,56,60,61,62,69,70,72,73,82,83,84
p07_fila_078.html,2025-06-21 10:00:00,1,8,11,13,14,16,18,22,24,27,40,55,58,63,64,69,78,84,85,86
p07_fila_077.html,2025-06-21 10:05:00,5,9,11,12,22,31,36,38,43,49,57,59,62,67,69,77,80,82,83,88
p07_fila_076.html,2025-06-21 10:10:00,8,10,11,12,14,15,20,25,27,33,61,62,67,69,71,72,81,82,83,84
p07_fila_075.html,2025-06-21 10:15:00,3,10,16,21,24,32,33,34,35,47,49,50,53,56,59,62,64,67,72,77
p07_fila_074.html,2025-06-21 10:20:00,6,15,17,22,23,25,34,36,52,55,59,62,65,66,67,75,79,80,84,87
p07_fila_073.html,2025-06-21 10:25:00,4,7,8,10,12,21,22,26,38,42,49,57,59,67,72,76,84,86,88,89
p07_fila_072.html,2025-06-21 10:30:00,1,3,5,10,25,26,34,35,37,38,40,48,49,58,62,66,73,74,83,86
p07_fila_071.html,2025-06-21 10:35:00,1,5,7,8,13,23,25,28,33,34,37,48,60,62,68,70,73,77,82,87
p07_fila_070.html,2025-06-21 10:40:00,18,22,25,29,33,36,46,55,56,57,60,64,66,70,71,75,76,77,82,89
p07_fila_069.html,2025-06-21 10:45:00,3,5,8,10,13,15,19,33,37,43,45,46,49,55,60,65,77,81,82,90
p07_fila_068.html,2025-06-21 10:50:00,6,13,20,21,22,24,26,32,36,40,44,45,53,54,58,59,64,75,76,82
p07_fila_067.html,2025-06-21 10:55:00,7,9,13,16,17,21,23,32,41,49,57,62,63,64,69,74,81,83,84,86
p07_fila_066.html,2025-06-21 11:00:00,8,12,22,25,26,27,32,34,44,45,48,50,53,54,63,64,66,67,72,83
p07_fila_065.html,2025-06-21 11:05:00,2,10,13,14,16,17,19,24,26,28,33,49,52,71,75,76,83,84,85,90
p07_fila_064.html,2025-06-21 11:10:00,16,17,19,25,27,33,35,38,39,40,50,51,52,57,62,67,68,73,82,86
p07_fila_063.html,2025-06-21 11:15:00,7,19,22,23,25,26,30,38,42,43,46,51,53,59,73,80,82,85,86,87
p07_fila_062.html,2025-06-21 11:20:00,2,3,11,16,23,24,25,32,39,47,58,60,70,73,74,76,77,84,88,90
p07_fila_061.html,2025-06-21 11:25:00,1,8,9,11,14,17,21,25,33,39,40,43,55,60,62,70,76,78,79,89
p07_fila_060.html,2025-06-21 11:30:00,5,7,9,10,17,18,20,22,31,42,44,52,58,62,72,77,84,85,88,90
p07_fila_059.html,2025-06-21 11:35:00,2,7,10,16,35,39,45,47,51,54,58,60,61,62,64,71,79,86,87,88
p07_fila_058.html,2025-06-21 11:40:00,2,15,16,26,36,37,54,56,57,60,61,62,63,67,69,71,74,77,86,88
p07_fila_057.html,2025-06-21 11:45:00,2,4,6,7,14,16,26,27,37,39,46,51,52,53,56,58,60,74,79,80
p07_fila_056.html,2025-06-21 11:50:00,1,8,9,16,22,27,28,31,33,35,36,47,51,53,58,59,64,79,80,86
p07_fila_055.html,2025-06-21 11:55:00,4,6,10,11,12,14,15,29,31,35,39,42,43,45,65,66,77,83,89,90
p07_fila_054.html,2025-06-21 12:00:00,1,4,15,21,22,25,27,32,41,45,46,59,68,73,76,81,82,83,87,90
p07_fila_053.html,2025-06-21 12:05:00,5,26,30,34,38,39,43,50,51,58,61,65,70,71,73,74,82,83,85,88
p07_fila_052.html,2025-06-21 12:10:00,3,10,14,17,20,29,32,36,38,40,43,44,48,57,62,70,74,77,80,87
p07_fila_051.html,2025-06-21 12:15:00,1,4,16,18,23,25,29,35,38,39,40,41,44,46,48,51,61,66,69,90
p07_fila_050.html,2025-06-21 12:20:00,7,10,11,18,28,31,32,33,46,48,52,57,59,63,74,75,79,80,83,84
p07_fila_049.html,2025-06-21 12:25:00,12,13,18,22,27,28,30,32,34,35,37,39,45,47,52,56,67,74,83,89
p07_fila_048.html,2025-06-21 12:30:00,3,8,15,21,30,31,33,36,40,41,50,51,59,61,68,77,79,80,87,90
p07_fila_047.html,2025-06-21 12:35:00,7,9,11,12,18,19,26,30,31,43,46,52,57,59,60,68,69,84,86,90
p07_fila_046.html,2025-06-21 12:40:00,1,4,6,13,18,27,30,35,42,47,49,50,61,69,70,74,76,81,86,89
p07_fila_045.html,2025-06-21 12:45:00,15,24,27,28,29,31,34,35,41,45,50,58,60,63,72,75,79,81,84,85
p07_fila_044.html,2025-06-21 12:50:00,1,13,14,16,21,28,31,37,44,50,55,60,62,65,68,74,78,82,85,90
p07_fila_043.html,2025-06-21 12:55:00,3,10,12,16,22,23,25,29,37,43,49,52,55,65,72,73,74,75,86,88
p07_fila_042.html,2025-06-21 13:00:00,1,5,6,14,26,31,34,37,45,53,55,64,66,70,75,76,78,85,87,89
p07_fila_041.html,2025-06-21 13:05:00,2,6,17,26,27,28,32,33,35,42,50,51,55,63,65,73,75,77,80,88
p07_fila_040.html,2025-06-21 13:10:00,2,8,10,12,23,33,34,35,36,37,42,45,52,54,61,63,64,68,71,75
p07_fila_039.html,2025-06-21 13:15:00,3,5,10,13,24,29,33,35,37,40,44,45,51,54,60,64,72,76,86,88
p07_fila_038.html,2025-06-21 13:20:00,3,8,17,18,23,26,32,36,37,39,43,44,45,58,64,70,78,84,85,90
p07_fila_037.html,2025-06-21 13:25:00,3,6,7,16,25,30,35,36,42,44,46,47,54,55,61,62,70,71,72,81
p07_fila_036.html,2025-06-21 13:30:00,1,3,5,9,20,21,25,32,37,38,39,42,44,51,56,62,72,79,82,83
p07_fila_035.html,2025-06-21 13:35:00,3,7,8,11,15,16,17,19,28,39,40,44,47,54,59,62,71,72,75,90
p07_fila_034.html,2025-06-21 13:40:00,1,5,6,8,13,16,20,24,25,33,37,47,49,63,65,68,69,80,83,87
p07_fila_033.html,2025-06-21 13:45:00,2,19,20,21,25,29,30,32,35,41,43,52,53,64,67,69,71,81,86,87
p07_fila_032.html,2025-06-21 13:50:00,7,8,12,16,18,22,26,40,47,48,50,51,53,55,58,69,71,73,75,88
p07_fila_031.html,2025-06-21 13:55:00,10,14,18,21,29,34,41,43,45,46,49,52,58,71,72,74,75,77,84,90
p07_fila_030.html,2025-06-21 14:00:00,3,7,19,20,21,29,30,31,42,44,45,46,47,50,56,63,72,81,84,90
p07_fila_029.html,2025-06-21 14:05:00,2,5,12,16,24,29,33,34,35,36,46,48,57,61,63,68,77,81,82,90
p07_fila_028.html,2025-06-21 14:10:00,1,2,18,24,29,34,36,37,39,44,48,51,53,66,69,73,75,76,79,86
p07_fila_027.html,2025-06-21 14:15:00,15,16,19,20,29,34,35,45,52,58,59,60,61,64,71,77,78,79,80,82
p07_fila_026.html,2025-06-21 14:20:00,3,4,9,13,19,23,28,31,37,40,47,48,52,54,56,60,79,81,83,89
p07_fila_025.html,2025-06-21 14:25:00,5,11,14,21,27,38,42,50,53,59,61,62,64,65,71,77,80,82,88,89
p07_fila_024.html,2025-06-21 14:30:00,7,10,11,13,17,19,35,36,38,40,47,52,70,72,76,77,84,85,88,90
p07_fila_023.html,2025-06-21 14:35:00,2,8,9,10,13,14,15,17,19,21,22,25,27,40,43,51,61,63,67,69
p07_fila_022.html,2025-06-21 14:40:00,4,10,23,24,28,31,39,44,50,52,56,58,63,70,71,72,73,74,86,87
p07_fila_021.html,2025-06-21 14:45:00,2,5,10,15,18,20,22,24,28,29,30,35,37,44,49,63,66,83,84,88
p07_fila_020.html,2025-06-21 14:50:00,5,7,9,12,19,23,24,28,29,32,36,52,54,57,59,64,67,72,77,81
p07_fila_019.html,2025-06-21 14:55:00,1,9,14,15,29,31,37,40,43,45,48,49,51,58,63,78,79,80,84,86
p07_fila_018.html,2025-06-21 15:00:00,1,2,15,18,21,28,32,35,44,45,49,52,60,61,63,64,77,79,83,85
p07_fila_017.html,2025-06-21 15:05:00,5,6,23,25,30,33,39,40,41,43,44,45,47,50,57,58,63,73,81,88
p07_fila_016.html,2025-06-21 15:10:00,4,7,17,19,22,31,40,45,50,53,55,57,58,67,70,71,79,81,83,87
p07_fila_015.html,2025-06-21 15:15:00,3,5,9,22,23,27,35,40,59,60,62,65,66,67,69,70,73,75,81,86
p07_fila_014.html,2025-06-21 15:20:00,7,9,18,26,29,32,33,40,44,47,57,61,67,72,74,76,80,83,88,90
p07_fila_013.html,2025-06-21 15:25:00,2,3,5,8,11,14,19,25,28,34,41,46,55,62,67,75,76,77,80,87
p07_fila_012.html,2025-06-21 15:30:00,1,4,6,19,30,31,42,48,49,54,58,67,68,71,78,79,80,84,85,86
p07_fila_011.html,2025-06-21 15:35:00,2,6,13,15,20,23,27,28,38,43,46,54,55,60,69,72,78,80,85,87
p07_fila_010.html,2025-06-21 15:40:00,3,4,8,13,14,19,23,33,34,39,47,52,54,61,66,67,69,71,79,85
p07_fila_009.html,2025-06-21 15:45:00,1,12,13,17,25,27,38,43,47,53,64,66,69,72,74,78,82,86,87,88
p07_fila_008.html,2025-06-21 15:50:00,1,3,5,9,13,16,23,26,31,33,38,40,41,42,52,55,57,59,65,82
p07_fila_007.html,2025-06-21 15:55:00,1,6,8,12,21,36,39,40,46,51,53,58,59,61,70,74,75,77,88,90
p07_fila_006.html,2025-06-21 16:00:00,2,10,11,14,17,23,28,29,32,35,50,51,53,54,67,69,75,80,82,83
p07_fila_005.html,2025-06-21 16:05:00,7,8,13,14,25,31,34,35,43,50,62,66,68,71,72,78,80,82,85,90
p07_fila_004.html,2025-06-21 16:10:00,2,7,8,12,14,15,20,26,34,39,48,62,64,65,66,69,78,82,85,86
p07_fila_003.html,2025-06-21 16:15:00,1,2,6,7,11,20,24,36,46,52,56,59,64,67,69,77,80,81,82,83
p07_fila_002.html,2025-06-21 16:20:00,3,4,24,27,30,34,36,44,46,48,49,51,52,60,61,71,80,81,85,90
p07_fila_001.html,2025-06-21 16:25:00,5,10,12,15,17,18,26,28,30,32,36,39,53,54,57,61,67,76,81,85
p07_fila_000.html,2025-06-21 16:30:00,2,4,12,19,31,34,35,41,42,43,46,51,53,57,60,62,64,65,68,79
p06_fila_099.html,2025-06-21 16:35:00,3,9,10,11,12,17,20,27,30,42,44,46,49,50,52,64,67,72,80,87
p06_fila_098.html,2025-06-21 16:40:00,8,13,23,24,38,42,49,50,52,53,55,65,70,72,73,77,82,83,88,89
p06_fila_097.html,2025-06-21 16:45:00,6,13,16,17,18,19,22,23,25,30,35,37,40,42,43,52,83,87,89,90
p06_fila_096.html,2025-06-21 16:50:00,8,12,13,14,20,23,31,33,37,39,42,45,59,62,70,75,77,86,87,89
p06_fila_095.html,2025-06-21 16:55:00,2,4,11,14,16,17,20,23,26,29,30,35,40,41,62,66,77,80,86,89
p06_fila_094.html,2025-06-21 17:00:00,9,24,25,26,31,32,34,37,49,51,52,59,62,68,71,78,80,82,88,90
p06_fila_093.html,2025-06-21 17:05:00,9,11,16,22,23,31,35,40,42,46,47,48,49,59,68,69,73,77,82,87
p06_fila_092.html,2025-06-21 17:10:00,7,8,18,27,32,33,35,36,42,47,50,53,58,59,71,72,80,81,82,87
p06_fila_091.html,2025-06-21 17:15:00,6,7,8,13,15,23,25,29,33,34,41,42,53,57,62,64,69,79,82,87
p06_fila_090.html,2025-06-21 17:20:00,3,8,11,16,18,22,23,27,28,32,40,47,56,57,62,70,71,74,79,80
p06_fila_089.html,2025-06-21 17:25:00,6,9,10,19,33,35,43,47,49,50,51,53,57,61,63,69,71,74,75,83
p06_fila_088.html,2025-06-21 17:30:00,3,7,10,17,24,25,32,36,39,53,55,61,63,64,81,82,84,85,86,90
p06_fila_087.html,2025-06-21 17:35:00,3,19,32,36,43,50,54,56,58,62,63,65,68,69,74,82,83,84,85,86
p06_fila_086.html,2025-06-21 17:40:00,1,7,11,19,32,43,46,53,54,56,58,59,71,74,80,83,85,86,88,90
p06_fila_085.html,2025-06-21 17:45:00,2,5,7,9,19,20,27,30,34,35,36,42,44,53,54,69,71,73,86,89
p06_fila_084.html,2025-06-21 17:50:00,1,20,22,30,31,35,40,42,45,46,47,51,52,55,61,68,69,78,79,88
p06_fila_083.html,2025-06-21 17:55:00,4,5,10,12,19,28,33,35,36,37,42,43,48,51,52,65,66,80,83,89
p06_fila_082.html,2025-06-21 18:00:00,12,14,15,18,20,24,25,37,41,42,48,51,52,54,60,62,67,74,79,84
p06_fila_081.html,2025-06-21 18:05:00,3,5,9,12,16,20,27,28,33,35,37,40,44,48,51,75,78,87,89,90
p06_fila_080.html,2025-06-21 18:10:00,4,5,9,10,11,13,28,29,35,53,62,65,68,69,70,71,76,78,79,88
p06_fila_079.html,2025-06-21 18:15:00,6,9,20,25,26,28,30,37,40,43,45,48,49,59,61,67,70,72,86,89
p06_fila_078.html,2025-06-21 18:20:00,1,4,17,25,35,36,38,39,42,52,54,57,58,61,62,64,69,75,82,85
p06_fila_077.html,2025-06-21 18:25:00,2,13,22,24,26,29,32,33,48,54,59,60,62,66,67,68,77,83,84,88
p06_fila_076.html,2025-06-21 18:30:00,8,12,13,15,17,18,24,46,47,53,54,55,61,69,70,71,72,77,89,90
p06_fila_075.html,2025-06-21 18:35:00,6,10,12,14,15,22,27,28,31,41,42,43,50,56,61,66,73,74,75,76
p06_fila_074.html,2025-06-21 18:40:00,11,17,19,21,23,27,30,34,45,48,53,62,66,71,73,74,78,81,84,89
p06_fila_073.html,2025-06-21 18:45:00,3,5,11,15,16,18,19,23,27,40,44,55,59,64,69,73,78,87,88,89
p06_fila_072.html,2025-06-21 18:50:00,11,24,25,27,29,30,31,36,37,44,48,49,53,55,63,65,77,80,81,88
p06_fila_071.html,2025-06-21 18:55:00,3,9,15,24,29,33,34,40,41,50,52,53,54,55,58,62,63,68,78,83
p06_fila_070.html,2025-06-21 19:00:00,1,8,12,14,15,20,23,29,38,40,43,49,52,58,68,69,75,81,82,83
p06_fila_069.html,2025-06-21 19:05:00,1,4,10,14,23,24,29,42,46,51,60,61,63,65,70,71,73,76,78,79
p06_fila_068.html,2025-06-21 19:10:00,3,6,9,28,35,37,39,40,41,44,46,54,60,63,75,77,83,87,88,89
p06_fila_067.html,2025-06-21 19:15:00,7,10,14,23,26,27,34,35,39,43,59,61,68,69,81,82,84,87,88,89
p06_fila_066.html,2025-06-21 19:20:00,4,5,6,7,12,14,15,25,31,34,40,45,50,51,52,55,73,80,86,90
p06_fila_065.html,2025-06-21 19:25:00,7,21,22,24,27,28,35,53,54,55,61,64,65,66,68,69,72,78,79,82
p06_fila_064.html,2025-06-21 19:30:00,3,4,7,9,12,13,17,19,21,28,38,40,41,46,47,48,50,60,67,83
p06_fila_063.html,2025-06-21 19:35:00,1,5,8,15,21,22,23,25,26,31,36,49,54,57,61,64,75,79,85,90
p06_fila_062.html,2025-06-21 19:40:00,8,9,11,17,31,33,38,43,56,60,64,65,67,68,71,73,76,77,86,90
p06_fila_061.html,2025-06-21 19:45:00,6,14,25,27,28,29,31,32,34,36,41,49,56,58,61,71,78,82,84,90
